property1,section,ticket,type,price,lat,lon
Ickworth,Whole property,Adult,Standard,£13.50,52.222136,0.6563212
Ickworth,Whole property,Child,Gift aid,£7.50,52.222136,0.6563212
Ickworth,Whole property,Child,Standard,£6.75,52.222136,0.6563212
Ickworth,Whole property,Family,Gift aid,£37.50,52.222136,0.6563212
Ickworth,Whole property,Family,Standard,£33.75,52.222136,0.6563212
Ickworth,Whole property,One Adult 2 Children,Gift aid,£22.50,52.222136,0.6563212
Ickworth,Whole property,One Adult 2 Children,Standard,£20.25,52.222136,0.6563212
Ickworth,Whole property,Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,Whole property,Group Adult,Standard,£12.75,52.222136,0.6563212
Ickworth,Whole property,Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,Whole property,Group Child,Standard,£6.40,52.222136,0.6563212
Ickworth,House upgrade,Adult,Gift aid,£6.00,52.222136,0.6563212
Ickworth,House upgrade,Adult,Standard,£5.40,52.222136,0.6563212
Ickworth,House upgrade,Child,Gift aid,£3.00,52.222136,0.6563212
Ickworth,House upgrade,Child,Standard,£2.70,52.222136,0.6563212
Ickworth,House upgrade,Family,Gift aid,£15.00,52.222136,0.6563212
Ickworth,House upgrade,Family,Standard,£13.50,52.222136,0.6563212
Ickworth,House upgrade,One Adult 2 Children,Gift aid,£9.00,52.222136,0.6563212
Ickworth,House upgrade,One Adult 2 Children,Standard,£8.10,52.222136,0.6563212
Ickworth,House upgrade,Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,House upgrade,Group Adult,Standard,£5.10,52.222136,0.6563212
Ickworth,House upgrade,Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,House upgrade,Group Child,Standard,£2.55,52.222136,0.6563212
Ickworth,Parkland and gardens only,Adult,Gift aid,£9.00,52.222136,0.6563212
Ickworth,Parkland and gardens only,Adult,Standard,£8.10,52.222136,0.6563212
Ickworth,Parkland and gardens only,Child,Gift aid,£4.50,52.222136,0.6563212
Ickworth,Parkland and gardens only,Child,Standard,£4.05,52.222136,0.6563212
Ickworth,Parkland and gardens only,Family,Gift aid,£22.50,52.222136,0.6563212
Ickworth,Parkland and gardens only,Family,Standard,£20.25,52.222136,0.6563212
Ickworth,Parkland and gardens only,One Adult 2 Children,Gift aid,£13.50,52.222136,0.6563212
Ickworth,Parkland and gardens only,One Adult 2 Children,Standard,£12.15,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Adult,Standard,£7.65,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,Parkland and gardens only,Group Child,Standard,£3.80,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Adult,Gift aid,£10.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Adult,Standard,£9.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Child,Gift aid,£5.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Child,Standard,£4.50,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Family,Gift aid,£25.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Family,Standard,£22.50,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",One Adult 2 Children,Gift aid,£15.00,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",One Adult 2 Children,Standard,£13.50,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Adult,Standard,£7.65,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,"Winter: House, Parkland and Gardens",Group Child,Standard,£3.80,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Adult,Gift aid,£6.00,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Adult,Standard,£5.40,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Child,Gift aid,£3.00,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Child,Standard,£2.70,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Family,Gift aid,£15.00,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Family,Standard,£13.50,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,One Adult 2 Children,Gift aid,£9.00,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,One Adult 2 Children,Standard,£8.10,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Adult,Gift aid,N/A,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Adult,Standard,£4.60,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Child,Gift aid,N/A,52.222136,0.6563212
Ickworth,Winter: Parkland and Gardens only,Group Child,Standard,£2.30,52.222136,0.6563212
Downhill Demesne and Hezlett House,Whole property,Adult,Gift aid,£6.20,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Adult,Standard,£5.60,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Child,Gift aid,£3.10,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Child,Standard,£2.70,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Family,Gift aid,£15.40,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Family,Standard,£13.90,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Guided tour,Gift aid,N/A,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Guided tour,Standard,£7.50,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Group Adult,Gift aid,N/A,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Group Adult,Standard,£5.00,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Group Child,Gift aid,N/A,55.1609,-6.80705
Downhill Demesne and Hezlett House,Whole property,Group Child,Standard,£2.00,55.1609,-6.80705
Greyfriars' House and Garden,Whole property,Adult,Gift aid,£6.00,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Adult,Standard,£5.45,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Child,Gift aid,£3.00,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Child,Standard,£2.70,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Family,Gift aid,£15.00,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Family,Standard,£13.60,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Adult,Gift aid,N/A,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Adult,Standard,£5.10,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Child,Gift aid,N/A,52.190455,-2.21898
Greyfriars' House and Garden,Whole property,Group Child,Standard,£2.55,52.190455,-2.21898
South Foreland Lighthouse,Lighthouse tours,Adult,Gift aid,N/A,51.1320901,1.3345979
South Foreland Lighthouse,Lighthouse tours,Adult,Standard,£6.00,51.1320901,1.3345979
South Foreland Lighthouse,Lighthouse tours,Child,Gift aid,N/A,51.1320901,1.3345979
South Foreland Lighthouse,Lighthouse tours,Child,Standard,£3.00,51.1320901,1.3345979
South Foreland Lighthouse,Lighthouse tours,Family,Gift aid,N/A,51.1320901,1.3345979
South Foreland Lighthouse,Lighthouse tours,Family,Standard,£15.00,51.1320901,1.3345979
South Foreland Lighthouse,Lighthouse tours,Group Adult,Gift aid,N/A,51.1320901,1.3345979
South Foreland Lighthouse,Lighthouse tours,Group Adult,Standard,£5.00,51.1320901,1.3345979
South Foreland Lighthouse,Lighthouse tours,Group Child,Gift aid,N/A,51.1320901,1.3345979
South Foreland Lighthouse,Lighthouse tours,Group Child,Standard,£2.50,51.1320901,1.3345979
Hardwick Estate: Stainsby Mill,Whole property,Adult,Gift aid,£5.60,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Adult,Standard,£5.09,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Child,Gift aid,£2.80,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Child,Standard,£2.54,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Family,Gift aid,£14.00,53.183275,-1.31952
Hardwick Estate: Stainsby Mill,Whole property,Family,Standard,£12.72,53.183275,-1.31952
Buckland Abbey,"House, garden and estate (Feb - Oct)",Adult,Gift aid,£12.80,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Adult,Standard,£11.55,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Child,Gift aid,£6.40,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Child,Standard,£5.80,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Family,Gift aid,£31.90,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Family,Standard,£29.00,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Family with one adult,Gift aid,£19.20,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Family with one adult,Standard,£17.40,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Group Adult,Gift aid,N/A,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Group Adult,Standard,£10.80,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Group Child,Gift aid,N/A,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Feb - Oct)",Group Child,Standard,£5.40,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Adult,Gift aid,£8.80,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Adult,Standard,£8.00,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Child,Gift aid,£4.40,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Child,Standard,£4.00,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Family,Gift aid,£22.00,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",Family,Standard,£20.00,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",1 adult family,Gift aid,£13.20,50.481098,-4.13074
Buckland Abbey,"House, garden and estate (Jan - Feb 10)",1 adult family,Standard,£12.00,50.481098,-4.13074
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Gift aid,£16.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Standard,£15.00,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Gift aid,£8.25,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Standard,£7.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Family,Gift aid,£41.25,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Family,Standard,£37.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Adult,Gift aid,N/A,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Adult,Standard,£14.20,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Child,Gift aid,N/A,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Child,Standard,£7.10,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Gift aid,£16.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Adult,Standard,£15.00,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Gift aid,£8.25,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Child,Standard,£7.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Family,Gift aid,£41.25,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Family,Standard,£37.50,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Adult,Gift aid,N/A,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Adult,Standard,£14.20,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Child,Gift aid,N/A,54.1096,-1.58033
Fountains Abbey and Studley Royal Water Garden,Whole property,Group Child,Standard,£7.10,54.1096,-1.58033
Peckover House and Garden,Whole property,Adult,Gift aid,£9.10,52.665487,0.154538
Peckover House and Garden,Whole property,Adult,Standard,£8.20,52.665487,0.154538
Peckover House and Garden,Whole property,Child,Gift aid,£4.60,52.665487,0.154538
Peckover House and Garden,Whole property,Child,Standard,£4.10,52.665487,0.154538
Peckover House and Garden,Whole property,Family,Gift aid,£22.60,52.665487,0.154538
Peckover House and Garden,Whole property,Family,Standard,£20.50,52.665487,0.154538
Peckover House and Garden,Whole property,Group Adult,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Whole property,Group Adult,Standard,£7.70,52.665487,0.154538
Peckover House and Garden,Whole property,Group Child,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Whole property,Group Child,Standard,£3.85,52.665487,0.154538
Peckover House and Garden,Garden only,Adult,Gift aid,£6.30,52.665487,0.154538
Peckover House and Garden,Garden only,Adult,Standard,£5.70,52.665487,0.154538
Peckover House and Garden,Garden only,Child,Gift aid,£3.15,52.665487,0.154538
Peckover House and Garden,Garden only,Child,Standard,£2.85,52.665487,0.154538
Peckover House and Garden,Garden only,Family,Gift aid,£15.75,52.665487,0.154538
Peckover House and Garden,Garden only,Family,Standard,£14.20,52.665487,0.154538
Peckover House and Garden,Garden only,Group Adult,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Garden only,Group Adult,Standard,£5.40,52.665487,0.154538
Peckover House and Garden,Garden only,Group Child,Gift aid,N/A,52.665487,0.154538
Peckover House and Garden,Garden only,Group Child,Standard,£2.70,52.665487,0.154538
Wicken Fen Nature Reserve,Whole property,Adult,Gift aid,£8.10,52.3101,0.29291
Wicken Fen Nature Reserve,Whole property,Adult,Standard,£7.30,52.3101,0.29291
Wicken Fen Nature Reserve,Whole property,Child,Gift aid,£4.05,52.3101,0.29291
Wicken Fen Nature Reserve,Whole property,Child,Standard,£3.65,52.3101,0.29291
Wicken Fen Nature Reserve,Whole property,Family,Gift aid,£20.25,52.3101,0.29291
Wicken Fen Nature Reserve,Whole property,Family,Standard,£18.25,52.3101,0.29291
Wicken Fen Nature Reserve,Whole property,Group Adult,Gift aid,N/A,52.3101,0.29291
Wicken Fen Nature Reserve,Whole property,Group Adult,Standard,£6.50,52.3101,0.29291
Wray Castle,Whole property,Adult,Gift aid,£10.80,54.400611,-2.964237
Wray Castle,Whole property,Adult,Standard,£9.60,54.400611,-2.964237
Wray Castle,Whole property,Child,Gift aid,£5.40,54.400611,-2.964237
Wray Castle,Whole property,Child,Standard,£4.80,54.400611,-2.964237
Wray Castle,Whole property,Family,Gift aid,£27.00,54.400611,-2.964237
Wray Castle,Whole property,Family,Standard,£24.00,54.400611,-2.964237
Wray Castle,Whole property,Group Adult,Gift aid,N/A,54.400611,-2.964237
Wray Castle,Whole property,Group Adult,Standard,£9.00,54.400611,-2.964237
Wray Castle,Whole property,Group Child,Gift aid,N/A,54.400611,-2.964237
Wray Castle,Whole property,Group Child,Standard,£4.50,54.400611,-2.964237
Oxburgh Hall,Garden & Estate Only,Adult,Gift aid,£7.20,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Adult,Standard,£6.10,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Child,Gift aid,£3.60,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Child,Standard,£3.05,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Family,Gift aid,£18.00,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Family,Standard,£15.25,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,House Upgrade,Gift aid,N/A,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,House Upgrade,Standard,£4.80,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Group Adult,Gift aid,N/A,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Group Adult,Standard,£5.65,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Group Child,Gift aid,N/A,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Group Child,Standard,£2.80,52.581215,0.5702691
Oxburgh Hall,House & Garden,Adult,Gift aid,£12.00,52.581215,0.5702691
Oxburgh Hall,House & Garden,Adult,Standard,£10.90,52.581215,0.5702691
Oxburgh Hall,House & Garden,Child,Gift aid,£6.00,52.581215,0.5702691
Oxburgh Hall,House & Garden,Child,Standard,£5.45,52.581215,0.5702691
Oxburgh Hall,House & Garden,Family,Gift aid,£30.00,52.581215,0.5702691
Oxburgh Hall,House & Garden,Family,Standard,£27.25,52.581215,0.5702691
Oxburgh Hall,House & Garden,Group Adult,Gift aid,N/A,52.581215,0.5702691
Oxburgh Hall,House & Garden,Group Adult,Standard,£10.20,52.581215,0.5702691
Oxburgh Hall,House & Garden,Group Child,Gift aid,N/A,52.581215,0.5702691
Oxburgh Hall,House & Garden,Group Child,Standard,£5.10,52.581215,0.5702691
The White Cliffs of Dover,Car parking charge (per car),Adult,Gift aid,N/A,51.132205,1.339026
The White Cliffs of Dover,Car parking charge (per car),Adult,Standard,£4.00,51.132205,1.339026
The White Cliffs of Dover,Fan Bay Deep Shelter,Adult,Gift aid,N/A,51.132205,1.339026
The White Cliffs of Dover,Fan Bay Deep Shelter,Adult,Standard,£10.00,51.132205,1.339026
The White Cliffs of Dover,Fan Bay Deep Shelter,Child,Gift aid,N/A,51.132205,1.339026
The White Cliffs of Dover,Fan Bay Deep Shelter,Child,Standard,£5.00,51.132205,1.339026
Pitstone Windmill,Whole property,Adult,Gift aid,N/A,51.831402,-0.62699
Pitstone Windmill,Whole property,Adult,Standard,£3.00,51.831402,-0.62699
Pitstone Windmill,Whole property,Child,Gift aid,N/A,51.831402,-0.62699
Pitstone Windmill,Whole property,Child,Standard,£1.50,51.831402,-0.62699
Pitstone Windmill,Whole property,Family,Gift aid,N/A,51.831402,-0.62699
Pitstone Windmill,Whole property,Family,Standard,£7.50,51.831402,-0.62699
Pitstone Windmill,Whole property,1 adult and up to 3 children,Gift aid,N/A,51.831402,-0.62699
Pitstone Windmill,Whole property,1 adult and up to 3 children,Standard,£4.50,51.831402,-0.62699
Trerice,Whole property,Adult,Gift aid,£11.00,50.384998,-5.03814
Trerice,Whole property,Adult,Standard,£10.00,50.384998,-5.03814
Trerice,Whole property,Child,Gift aid,£5.50,50.384998,-5.03814
Trerice,Whole property,Child,Standard,£5.00,50.384998,-5.03814
Trerice,Whole property,Family,Gift aid,£27.50,50.384998,-5.03814
Trerice,Whole property,Family,Standard,£25.00,50.384998,-5.03814
Trerice,Whole property,Family (1 adult),Gift aid,£16.50,50.384998,-5.03814
Trerice,Whole property,Family (1 adult),Standard,£15.00,50.384998,-5.03814
Trerice,Whole property,Group Adult,Gift aid,N/A,50.384998,-5.03814
Trerice,Whole property,Group Adult,Standard,£9.30,50.384998,-5.03814
Trerice,Winter opening ,Adult,Gift aid,£5.50,50.384998,-5.03814
Trerice,Winter opening ,Adult,Standard,£5.00,50.384998,-5.03814
Monk's House,Whole property,Adult,Gift aid,£6.75,50.8396,0.01917
Monk's House,Whole property,Adult,Standard,£6.00,50.8396,0.01917
Monk's House,Whole property,Child,Gift aid,£3.50,50.8396,0.01917
Monk's House,Whole property,Child,Standard,£3.15,50.8396,0.01917
Monk's House,Whole property,Family,Gift aid,£17.00,50.8396,0.01917
Monk's House,Whole property,Family,Standard,£15.45,50.8396,0.01917
Monk's House,Whole property,Group Adult,Gift aid,N/A,50.8396,0.01917
Monk's House,Whole property,Group Adult,Standard,£5.70,50.8396,0.01917
Cragside,Winter 1 January - 8 February,Adult,Gift aid,£8.30,55.312599,-1.8817
Cragside,Winter 1 January - 8 February,Adult,Standard,£7.50,55.312599,-1.8817
Cragside,Winter 1 January - 8 February,Child,Gift aid,£4.20,55.312599,-1.8817
Cragside,Winter 1 January - 8 February,Child,Standard,£3.80,55.312599,-1.8817
Cragside,Winter 1 January - 8 February,Family,Gift aid,£20.70,55.312599,-1.8817
Cragside,Winter 1 January - 8 February,Family,Standard,£18.80,55.312599,-1.8817
Cragside,Winter 1 January - 8 February,Group Adult,Gift aid,N/A,55.312599,-1.8817
Cragside,Winter 1 January - 8 February,Group Adult,Standard,£6.30,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Adult,Gift aid,£14.30,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Adult,Standard,£13.00,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Child,Gift aid,£7.20,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Child,Standard,£6.50,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Family,Gift aid,£35.80,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Family,Standard,£32.50,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Group Adult,Gift aid,N/A,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Group Adult,Standard,£11.50,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Group Child,Gift aid,N/A,55.312599,-1.8817
Cragside,Gardens and woodland only 9 February - 4 November,Group Child,Standard,£5.50,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Adult,Gift aid,£19.80,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Adult,Standard,£18.00,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Child,Gift aid,£9.90,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Child,Standard,£9.00,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Family,Gift aid,£49.50,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Family,Standard,£45.00,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Group Adult,Gift aid,N/A,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Group Adult,Standard,£16.00,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Group Child,Gift aid,N/A,55.312599,-1.8817
Cragside,Whole property 9 February - 4 November,Group Child,Standard,£8.00,55.312599,-1.8817
Cragside,Winter 5 November - 31 December,Adult,Gift aid,£8.30,55.312599,-1.8817
Cragside,Winter 5 November - 31 December,Adult,Standard,£7.50,55.312599,-1.8817
Cragside,Winter 5 November - 31 December,Child,Gift aid,£4.20,55.312599,-1.8817
Cragside,Winter 5 November - 31 December,Child,Standard,£3.80,55.312599,-1.8817
Cragside,Winter 5 November - 31 December,Family,Gift aid,£20.70,55.312599,-1.8817
Cragside,Winter 5 November - 31 December,Family,Standard,£18.80,55.312599,-1.8817
Cragside,Winter 5 November - 31 December,Group Adult,Gift aid,N/A,55.312599,-1.8817
Cragside,Winter 5 November - 31 December,Group Adult,Standard,£6.30,55.312599,-1.8817
Barrington Court,Main season 9 Feb - 5 Nov 2018,Adult,Gift aid,£13.20,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,Adult,Standard,£12.00,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,Child,Gift aid,£6.60,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,Child,Standard,£6.00,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,Family,Gift aid,£33.00,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,Family,Standard,£30.00,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,1 Adult Family ,Gift aid,£19.80,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,1 Adult Family ,Standard,£18.00,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,Group Adult,Gift aid,N/A,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,Group Adult,Standard,£11.20,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,Group Child,Gift aid,N/A,50.960499,-2.85778
Barrington Court,Main season 9 Feb - 5 Nov 2018,Group Child,Standard,£5.60,50.960499,-2.85778
Tudor Merchant's House,Whole property,Adult,Gift aid,N/A,51.671299,-4.69714
Tudor Merchant's House,Whole property,Adult,Standard,£5.25,51.671299,-4.69714
Tudor Merchant's House,Whole property,Child,Gift aid,N/A,51.671299,-4.69714
Tudor Merchant's House,Whole property,Child,Standard,£2.60,51.671299,-4.69714
Tudor Merchant's House,Whole property,Family,Gift aid,N/A,51.671299,-4.69714
Tudor Merchant's House,Whole property,Family,Standard,£13.00,51.671299,-4.69714
Tudor Merchant's House,Whole property,Group Adult,Gift aid,N/A,51.671299,-4.69714
Tudor Merchant's House,Whole property,Group Adult,Standard,£4.70,51.671299,-4.69714
Tudor Merchant's House,Whole property,Group Child,Gift aid,N/A,51.671299,-4.69714
Tudor Merchant's House,Whole property,Group Child,Standard,£2.30,51.671299,-4.69714
Tŷ Mawr Wybrnant,Whole property,Adult,Gift aid,N/A,53.052502,-3.83218
Tŷ Mawr Wybrnant,Whole property,Adult,Standard,£4.00,53.052502,-3.83218
Tŷ Mawr Wybrnant,Whole property,Child,Gift aid,N/A,53.052502,-3.83218
Tŷ Mawr Wybrnant,Whole property,Child,Standard,£2.00,53.052502,-3.83218
Tŷ Mawr Wybrnant,Whole property,Family,Gift aid,N/A,53.052502,-3.83218
Tŷ Mawr Wybrnant,Whole property,Family,Standard,£9.00,53.052502,-3.83218
Tŷ Mawr Wybrnant,Whole property,Group Adult,Gift aid,N/A,53.052502,-3.83218
Tŷ Mawr Wybrnant,Whole property,Group Adult,Standard,£3.50,53.052502,-3.83218
Tŷ Mawr Wybrnant,Whole property,Group Child,Gift aid,N/A,53.052502,-3.83218
Tŷ Mawr Wybrnant,Whole property,Group Child,Standard,£1.50,53.052502,-3.83218
Avebury,Avebury Manor Garden Summer 2018,Adult,Gift aid,£11.60,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,Adult,Standard,£10.50,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,Child,Gift aid,£5.80,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,Child,Standard,£5.25,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,Family,Gift aid,£28.90,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,Family,Standard,£26.25,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,One adult and up to 3 children,Gift aid,£17.40,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,One adult and up to 3 children,Standard,£15.75,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,Group Adult,Gift aid,N/A,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,Group Adult,Standard,£9.80,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,Group Child,Gift aid,N/A,51.427502,-1.85611
Avebury,Avebury Manor Garden Summer 2018,Group Child,Standard,£4.90,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,Adult,Gift aid,£4.90,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,Adult,Standard,£4.40,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,Child,Gift aid,£2.45,51.427502,-1.85611
Avebury,Alexander Keiller Museum ,Child,Standard,£2.20,51.427502,-1.85611
