property1,section,ticket,type,price,lat,lon
Overbeck's,Whole Property,Child,Gift aid,5.3,50.2202,-3.78489
Overbeck's,Whole Property,Child,Standard,4.75,50.2202,-3.78489
Overbeck's,Whole Property,Group Child,Standard,4.5,50.2202,-3.78489
Owletts,Whole property,Adult,Standard,4,51.39313,0.391894
Owletts,Whole property,Child,Standard,2,51.39313,0.391894
Oxburgh Hall,House & Garden,Family,Gift aid,30,52.581215,0.5702691
Oxburgh Hall,House & Garden,Family,Standard,27.25,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Family,Gift aid,18,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Family,Standard,15.25,52.581215,0.5702691
Oxburgh Hall,House & Garden,Adult,Gift aid,12,52.581215,0.5702691
Oxburgh Hall,House & Garden,Adult,Standard,10.9,52.581215,0.5702691
Oxburgh Hall,House & Garden,Group Adult,Standard,10.2,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Adult,Gift aid,7.2,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Adult,Standard,6.1,52.581215,0.5702691
Oxburgh Hall,House & Garden,Child,Gift aid,6,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Group Adult,Standard,5.65,52.581215,0.5702691
Oxburgh Hall,House & Garden,Child,Standard,5.45,52.581215,0.5702691
Oxburgh Hall,House & Garden,Group Child,Standard,5.1,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,House Upgrade,Standard,4.8,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Child,Gift aid,3.6,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Child,Standard,3.05,52.581215,0.5702691
Oxburgh Hall,Garden & Estate Only,Group Child,Standard,2.8,52.581215,0.5702691
Packwood House,General Admission,Family,Gift aid,31.5,52.3465,-1.74551
Packwood House,General Admission,Family,Standard,28.6,52.3465,-1.74551
Packwood House,General Admission Winter,Family,Gift aid,21,52.3465,-1.74551
Packwood House,General Admission Winter,Family,Standard,19.05,52.3465,-1.74551
Packwood House,General Admission,Adult,Gift aid,12.6,52.3465,-1.74551
Packwood House,General Admission,Adult,Standard,11.45,52.3465,-1.74551
Packwood House,General Admission,Group Adult,Standard,10,52.3465,-1.74551
Packwood House,General Admission Winter,Adult,Gift aid,8.4,52.3465,-1.74551
Packwood House,General Admission Winter,Adult,Standard,7.6,52.3465,-1.74551
Packwood House,General Admission Winter,Group Adult,Standard,6.7,52.3465,-1.74551
Packwood House,General Admission,Child,Gift aid,6.3,52.3465,-1.74551
Packwood House,General Admission,Child,Standard,5.7,52.3465,-1.74551
Packwood House,General Admission Winter,Child,Gift aid,4.2,52.3465,-1.74551
Packwood House,General Admission Winter,Child,Standard,3.8,52.3465,-1.74551
Parke,Car park,Adult,Standard,2,50.594858,-3.689714
Patterson's Spade Mill,Whole property,Adult,Gift aid,6.2,54.700777,-6.043718
Patterson's Spade Mill,Whole property,Adult,Standard,5.63,54.700777,-6.043718
Patterson's Spade Mill,Whole property,Group Adult,Standard,5,54.700777,-6.043718
Paycocke's House and Garden,Coggeshall Properties Joint Entry ,Adult,Standard,7.5,51.87075,0.68338
Paycocke's House and Garden,Coggeshall Properties Joint Entry ,Child,Standard,3.75,51.87075,0.68338
Peckover House and Garden,Whole property,Family,Gift aid,22.6,52.665487,0.154538
Peckover House and Garden,Whole property,Family,Standard,20.5,52.665487,0.154538
Peckover House and Garden,Garden only,Family,Gift aid,15.75,52.665487,0.154538
Peckover House and Garden,Garden only,Family,Standard,14.2,52.665487,0.154538
Peckover House and Garden,Whole property,Adult,Gift aid,9.1,52.665487,0.154538
Peckover House and Garden,Whole property,Adult,Standard,8.2,52.665487,0.154538
Peckover House and Garden,Whole property,Group Adult,Standard,7.7,52.665487,0.154538
Peckover House and Garden,Garden only,Adult,Gift aid,6.3,52.665487,0.154538
Peckover House and Garden,Garden only,Adult,Standard,5.7,52.665487,0.154538
Peckover House and Garden,Garden only,Group Adult,Standard,5.4,52.665487,0.154538
Peckover House and Garden,Whole property,Child,Gift aid,4.6,52.665487,0.154538
Peckover House and Garden,Whole property,Child,Standard,4.1,52.665487,0.154538
Peckover House and Garden,Whole property,Group Child,Standard,3.85,52.665487,0.154538
Peckover House and Garden,Garden only,Child,Gift aid,3.15,52.665487,0.154538
Peckover House and Garden,Garden only,Child,Standard,2.85,52.665487,0.154538
Peckover House and Garden,Garden only,Group Child,Standard,2.7,52.665487,0.154538
Penrhyn Castle and Garden,Castle and Garden,Family,Gift aid,33.9,53.225899,-4.09526
Penrhyn Castle and Garden,Castle and Garden,Family,Standard,30.82,53.225899,-4.09526
Penrhyn Castle and Garden,Castle and Garden,Adult,Gift aid,13.5,53.225899,-4.09526
Penrhyn Castle and Garden,Castle and Garden,Adult,Standard,12.27,53.225899,-4.09526
Penrhyn Castle and Garden,Castle and Garden,Group Adult,Standard,11.65,53.225899,-4.09526
Penrhyn Castle and Garden,Garden only,Adult,Gift aid,9,53.225899,-4.09526
Penrhyn Castle and Garden,Castle and Garden,Group guided tour,Standard,8.8,53.225899,-4.09526
Penrhyn Castle and Garden,Garden only,Adult,Standard,8.18,53.225899,-4.09526
Penrhyn Castle and Garden,Castle and Garden,Child,Gift aid,6.75,53.225899,-4.09526
Penrhyn Castle and Garden,Castle and Garden,Child,Standard,6.14,53.225899,-4.09526
Penrhyn Castle and Garden,Castle and Garden,Group Child,Standard,5.8,53.225899,-4.09526
Penrhyn Castle and Garden,Garden only,Child,Gift aid,4.6,53.225899,-4.09526
Penrhyn Castle and Garden,Garden only,Child,Standard,4.1,53.225899,-4.09526
Petworth,Main Season 26 March - 4 November,Family,Gift aid,37.5,50.986099,-0.61281
Petworth,Main Season 26 March - 4 November,Family,Standard,33.6,50.986099,-0.61281
Petworth,Christmas 1 December - 31 December,Family,Gift aid,30,50.986099,-0.61281
Petworth,Christmas 1 December - 31 December,Family,Standard,27.2,50.986099,-0.61281
Petworth,Winter 2 January - 25 March,Family,Gift aid,22,50.986099,-0.61281
Petworth,Winter 5 November - 30 November,Family,Gift aid,22,50.986099,-0.61281
Petworth,Winter 2 January - 25 March,Family,Standard,20,50.986099,-0.61281
Petworth,Winter 5 November - 30 November,Family,Standard,20,50.986099,-0.61281
Petworth,William Blake in Sussex Exhibition,Adult,Standard,16,50.986099,-0.61281
Petworth,Main Season 26 March - 4 November,Adult,Gift aid,15,50.986099,-0.61281
Petworth,Main Season 26 March - 4 November,Adult,Standard,13.5,50.986099,-0.61281
Petworth,William Blake in Sussex Exhibition,National Trust member,Standard,12,50.986099,-0.61281
Petworth,Main Season 26 March - 4 November,Group Adult,Standard,12,50.986099,-0.61281
Petworth,Christmas 1 December - 31 December,Adult,Gift aid,12,50.986099,-0.61281
Petworth,Christmas 1 December - 31 December,Adult,Standard,10.9,50.986099,-0.61281
Petworth,Winter 2 January - 25 March,Adult,Gift aid,8.8,50.986099,-0.61281
Petworth,Winter 5 November - 30 November,Adult,Gift aid,8.8,50.986099,-0.61281
Petworth,Winter 2 January - 25 March,Adult,Standard,8,50.986099,-0.61281
Petworth,Winter 5 November - 30 November,Adult,Standard,8,50.986099,-0.61281
Petworth,Main Season 26 March - 4 November,Child,Gift aid,7.5,50.986099,-0.61281
Petworth,Main Season 26 March - 4 November,Child,Standard,6.75,50.986099,-0.61281
Petworth,Christmas 1 December - 31 December,Child,Gift aid,6,50.986099,-0.61281
Petworth,Christmas 1 December - 31 December,Child,Standard,5.4,50.986099,-0.61281
Petworth,Winter 2 January - 25 March,Child,Gift aid,4.4,50.986099,-0.61281
Petworth,Winter 5 November - 30 November,Child,Gift aid,4.4,50.986099,-0.61281
Petworth,Winter 2 January - 25 March,Child,Standard,4,50.986099,-0.61281
Petworth,Winter 5 November - 30 November,Child,Standard,4,50.986099,-0.61281
Pitstone Windmill,Whole property,Family,Standard,7.5,51.831402,-0.62699
Pitstone Windmill,Whole property,1 adult and up to 3 children,Standard,4.5,51.831402,-0.62699
Pitstone Windmill,Whole property,Adult,Standard,3,51.831402,-0.62699
Pitstone Windmill,Whole property,Child,Standard,1.5,51.831402,-0.62699
Plas Newydd House and Garden,House and Garden,Family,Gift aid,31.9,53.202599,-4.21541
Plas Newydd House and Garden,House and Garden,Family,Standard,29,53.202599,-4.21541
Plas Newydd House and Garden,Garden only,Family,Gift aid,25.3,53.202599,-4.21541
Plas Newydd House and Garden,Garden only,Family,Standard,23,53.202599,-4.21541
Plas Newydd House and Garden,House and Garden,Adult,Gift aid,12.76,53.202599,-4.21541
Plas Newydd House and Garden,House and Garden,Adult,Standard,11.6,53.202599,-4.21541
Plas Newydd House and Garden,House and Garden,Group Adult,Standard,10.2,53.202599,-4.21541
Plas Newydd House and Garden,Garden only,Adult,Gift aid,10.12,53.202599,-4.21541
Plas Newydd House and Garden,Garden only,Adult,Standard,9.2,53.202599,-4.21541
Plas Newydd House and Garden,House and Garden,Child,Gift aid,6.38,53.202599,-4.21541
Plas Newydd House and Garden,House and Garden,Child,Standard,5.8,53.202599,-4.21541
Plas Newydd House and Garden,House and Garden,Group Child,Standard,5.25,53.202599,-4.21541
Plas Newydd House and Garden,Garden only,Child,Gift aid,5.06,53.202599,-4.21541
Plas Newydd House and Garden,Garden only,Child,Standard,4.6,53.202599,-4.21541
Plas Newydd House and Garden,Garden only,Group Child,Standard,3.45,53.202599,-4.21541
Plas yn Rhiw,Whole property,Family,Standard,15,52.823399,-4.616
Plas yn Rhiw,Whole property,Adult,Standard,6.2,52.823399,-4.616
Plas yn Rhiw,Whole property,Group Adult,Standard,5.3,52.823399,-4.616
Plas yn Rhiw,Whole property,Child,Standard,3.1,52.823399,-4.616
Polesden Lacey,House and Gardens,Family,Gift aid,38,51.261002,-0.36886
Polesden Lacey,House and Gardens,Family,Standard,34.5,51.261002,-0.36886
Polesden Lacey,House and Gardens,Adult,Gift aid,15,51.261002,-0.36886
Polesden Lacey,House and Gardens,Adult,Standard,13.6,51.261002,-0.36886
Polesden Lacey,House and Gardens,Group Adult,Standard,12,51.261002,-0.36886
Polesden Lacey,House and Gardens,Child,Gift aid,7.6,51.261002,-0.36886
Polesden Lacey,House and Gardens,Child,Standard,6.8,51.261002,-0.36886
Polesden Lacey,House and Gardens,Group Child,Standard,6,51.261002,-0.36886
Porth y Swnt,Whole property,Adult,Standard,2,52.804818,-4.7116944
Porth y Swnt,Whole property,Child,Standard,1,52.804818,-4.7116944
Portstewart Strand,Portstewart Strand,Car,Standard,6.5,55.172117,-6.724648
Powis Castle and Garden ,Whole property,Family,Gift aid,35.75,52.6492,-3.15764
Powis Castle and Garden ,Whole property,Family,Standard,32.5,52.6492,-3.15764
Powis Castle and Garden ,Whole property,Family with 1 adult,Gift aid,21.45,52.6492,-3.15764
Powis Castle and Garden ,Whole property,Family with 1 adult,Standard,19.5,52.6492,-3.15764
Powis Castle and Garden ,Whole property,Adult,Gift aid,14.3,52.6492,-3.15764
Powis Castle and Garden ,Whole property,Adult,Standard,13,52.6492,-3.15764
Powis Castle and Garden ,Whole property,Group Adult,Standard,12,52.6492,-3.15764
Powis Castle and Garden ,Whole property,Child,Gift aid,7.15,52.6492,-3.15764
Powis Castle and Garden ,Whole property,Child,Standard,6.5,52.6492,-3.15764
Powis Castle and Garden ,Whole property,Group Child,Standard,6,52.6492,-3.15764
"Priest's House, Muchelney",Whole property,Adult,Standard,4,51.0214,-2.80763
"Priest's House, Muchelney",Whole property,Child,Standard,2,51.0214,-2.80763
Prior Park Landscape Garden,Whole Property,Family,Gift aid,20.5,51.367298,-2.34352
Prior Park Landscape Garden,Whole Property,Family,Standard,18.5,51.367298,-2.34352
Prior Park Landscape Garden,Whole Property,Adult,Gift aid,8.2,51.367298,-2.34352
Prior Park Landscape Garden,Whole Property,Adult,Standard,7.4,51.367298,-2.34352
Prior Park Landscape Garden,Whole Property,Group Adult,Standard,6.9,51.367298,-2.34352
Prior Park Landscape Garden,Whole Property,Child,Gift aid,4.1,51.367298,-2.34352
Prior Park Landscape Garden,Whole Property,Child,Standard,3.7,51.367298,-2.34352
Priory Cottages,Whole property,Family,Standard,10,51.620098,-1.32658
Priory Cottages,Whole property,Adult,Standard,4,51.620098,-1.32658
Priory Cottages,Whole property,Child,Standard,2,51.620098,-1.32658
Quarry Bank,Whole property,Family,Gift aid,32.5,53.3461,-2.2487
Quarry Bank,Whole property,Family,Standard,29.25,53.3461,-2.2487
Quarry Bank,Whole property,Adult,Gift aid,13,53.3461,-2.2487
Quarry Bank,Whole property,Adult,Standard,11.7,53.3461,-2.2487
Quarry Bank,Whole property,Child,Gift aid,6.5,53.3461,-2.2487
Quarry Bank,Whole property,Child,Standard,5.85,53.3461,-2.2487
Quebec House,Whole property,Family,Gift aid,15.5,51.268002,0.07833
Quebec House,Whole property,Family,Standard,14,51.268002,0.07833
Quebec House,Whole property,Adult,Gift aid,6.2,51.268002,0.07833
Quebec House,Whole property,Adult,Standard,5.6,51.268002,0.07833
Quebec House,Whole property,Group Adult,Standard,5.2,51.268002,0.07833
Quebec House,Whole property,Child,Gift aid,3.1,51.268002,0.07833
Quebec House,Whole property,Child,Standard,2.8,51.268002,0.07833
Quebec House,Whole property,Group Child,Standard,2.6,51.268002,0.07833
Rainham Hall,Rainham Hall,Family,Gift aid,16.5,51.521696,0.193162
Rainham Hall,Rainham Hall,Family,Standard,15,51.521696,0.193162
Rainham Hall,Rainham Hall,Adult,Gift aid,6.6,51.521696,0.193162
Rainham Hall,Rainham Hall,Adult,Standard,6,51.521696,0.193162
Rainham Hall,Rainham Hall,Group Adult,Standard,5.7,51.521696,0.193162
Rainham Hall,Rainham Hall,Child,Gift aid,3.3,51.521696,0.193162
Rainham Hall,Rainham Hall,Child,Standard,3,51.521696,0.193162
Rainham Hall,Rainham Hall,Group Child,Standard,2.7,51.521696,0.193162
Red House,House and Garden,Family,Gift aid,22,51.455623,0.13025478
Red House,House and Garden,Family,Standard,20,51.455623,0.13025478
Red House,House and Garden,Adult,Gift aid,8.8,51.455623,0.13025478
Red House,House and Garden,Adult,Standard,8,51.455623,0.13025478
Red House,House and Garden,Group Adult,Standard,7.5,51.455623,0.13025478
Red House,House and Garden,Child,Gift aid,4.4,51.455623,0.13025478
Red House,House and Garden,Child,Standard,4,51.455623,0.13025478
Rievaulx Terrace,Whole property,Family,Gift aid,16.35,54.253899,-1.11556
Rievaulx Terrace,Whole property,Family,Standard,14.85,54.253899,-1.11556
Rievaulx Terrace,Whole property,Adult,Gift aid,6.6,54.253899,-1.11556
Rievaulx Terrace,Whole property,Adult,Standard,5.95,54.253899,-1.11556
Rievaulx Terrace,Whole property,Group Adult,Standard,5.35,54.253899,-1.11556
Rievaulx Terrace,Whole property,Child,Gift aid,3.3,54.253899,-1.11556
Rievaulx Terrace,Whole property,Child,Standard,3,54.253899,-1.11556
River Wey and Godalming Navigations and Dapdune Wharf,Dapdune Wharf,Family,Standard,12,51.2421,-0.57808
River Wey and Godalming Navigations and Dapdune Wharf,Boat trip,Family,Standard,11.5,51.2421,-0.57808
River Wey and Godalming Navigations and Dapdune Wharf,Dapdune Wharf,Adult,Standard,4.2,51.2421,-0.57808
River Wey and Godalming Navigations and Dapdune Wharf,Boat trip,Adult,Standard,3.95,51.2421,-0.57808
River Wey and Godalming Navigations and Dapdune Wharf,Dapdune Wharf,Child,Standard,2.5,51.2421,-0.57808
River Wey and Godalming Navigations and Dapdune Wharf,Boat trip,Child,Standard,2.3,51.2421,-0.57808
Rosedene,Admission,Family,Standard,12.5,52.354698,-2.10304
Rosedene,Admission,Adult,Standard,5,52.354698,-2.10304
Rosedene,Admission,Group Adult,Standard,4.4,52.354698,-2.10304
Rosedene,Admission,Child,Standard,2.5,52.354698,-2.10304
Rowallane Garden,Whole property,Family,Gift aid,17.5,54.447102,-5.82684
Rowallane Garden,Whole property,Family,Standard,15.9,54.447102,-5.82684
Rowallane Garden,Whole property,Group Adult,Standard,7.5,54.447102,-5.82684
Rowallane Garden,Whole property,Adult,Gift aid,7,54.447102,-5.82684
Rowallane Garden,Whole property,Adult,Standard,6.36,54.447102,-5.82684
Rowallane Garden,Whole property,Child,Gift aid,3.5,54.447102,-5.82684
Rowallane Garden,Whole property,Child,Standard,3.18,54.447102,-5.82684
Rufford Old Hall,Whole property,Family,Gift aid,24.95,53.63775,-2.81365
Rufford Old Hall,Whole property,Family,Standard,22.35,53.63775,-2.81365
Rufford Old Hall,Whole property,Adult,Gift aid,10,53.63775,-2.81365
Rufford Old Hall,Whole property,Adult,Standard,9,53.63775,-2.81365
Rufford Old Hall,Whole property,Group Adult,Standard,7.35,53.63775,-2.81365
Rufford Old Hall,Whole property,Child,Gift aid,5,53.63775,-2.81365
Rufford Old Hall,Whole property,Child,Standard,4.5,53.63775,-2.81365
Rufford Old Hall,Whole property,Group Child,Standard,3.7,53.63775,-2.81365
Runnymede and Ankerwycke,Car parking charges,Adult,Standard,7,51.44799,-0.566896
Saltram,(Mar - Oct),Family,Gift aid,31.9,50.3815,-4.08548
Saltram,(Mar - Oct),Family,Standard,29,50.3815,-4.08548
Saltram,(Nov - Feb),Family,Gift aid,23.1,50.3815,-4.08548
Saltram,(Nov - Feb),Family,Standard,21,50.3815,-4.08548
Saltram,(Mar - Oct),1 adult and up to 3 children,Gift aid,19.2,50.3815,-4.08548
Saltram,(Mar - Oct),1 adult and up to 3 children,Standard,17.4,50.3815,-4.08548
Saltram,(Nov - Feb),1 adult and up to 3 children,Gift aid,13.9,50.3815,-4.08548
Saltram,(Mar - Oct),Adult,Gift aid,12.8,50.3815,-4.08548
Saltram,(Nov - Feb),1 adult and up to 3 children,Standard,12.6,50.3815,-4.08548
Saltram,(Mar - Oct),Adult,Standard,11.6,50.3815,-4.08548
Saltram,(Mar - Oct),Group Adult,Standard,10.8,50.3815,-4.08548
Saltram,(Nov - Feb),Adult,Gift aid,9.3,50.3815,-4.08548
Saltram,(Nov - Feb),Adult,Standard,8.4,50.3815,-4.08548
Saltram,(Nov - Feb),Group Adult,Standard,7.9,50.3815,-4.08548
Saltram,(Mar - Oct),Child,Gift aid,6.4,50.3815,-4.08548
Saltram,(Mar - Oct),Child,Standard,5.8,50.3815,-4.08548
Saltram,(Mar - Oct),Group Child,Standard,5.4,50.3815,-4.08548
Saltram,(Nov - Feb),Child,Gift aid,4.7,50.3815,-4.08548
Saltram,(Nov - Feb),Child,Standard,4.2,50.3815,-4.08548
Saltram,(Nov - Feb),Group Child,Standard,3.9,50.3815,-4.08548
Saltram,Car park (per vehicle),,Standard,3,50.3815,-4.08548
Sandham Memorial Chapel,Whole property,Family,Gift aid,25,51.344799,-1.33691
Sandham Memorial Chapel,Whole property,Family,Standard,22.5,51.344799,-1.33691
Sandham Memorial Chapel,Whole property,Adult,Gift aid,10,51.344799,-1.33691
Sandham Memorial Chapel,Whole property,Adult,Standard,9,51.344799,-1.33691
Sandham Memorial Chapel,Whole property,Group Adult,Standard,8,51.344799,-1.33691
Sandham Memorial Chapel,Whole property,Child,Gift aid,5,51.344799,-1.33691
Sandham Memorial Chapel,Whole property,Child,Standard,4.5,51.344799,-1.33691
Sandham Memorial Chapel,Whole property,Group Child,Standard,4,51.344799,-1.33691
Scotney Castle,Whole property,Family,Gift aid,37.15,51.092783,0.408198
Scotney Castle,Whole property,Family,Standard,33.75,51.092783,0.408198
Scotney Castle,Whole property,Adult,Gift aid,14.85,51.092783,0.408198
Scotney Castle,Whole property,Adult,Standard,13.5,51.092783,0.408198
Scotney Castle,Whole property,Child,Gift aid,7.45,51.092783,0.408198
Scotney Castle,Whole property,Child,Standard,6.75,51.092783,0.408198
Scotney Castle,Car parking,Car,Standard,3,51.092783,0.408198
Seaton Delaval Hall,Whole property,Family,Gift aid,19.5,55.082846,-1.496508
Seaton Delaval Hall,Whole property,Family,Standard,17.5,55.082846,-1.496508
Seaton Delaval Hall,Whole property,Adult,Gift aid,7.95,55.082846,-1.496508
Seaton Delaval Hall,Whole property,Adult,Standard,7.2,55.082846,-1.496508
Seaton Delaval Hall,Whole property,Group Adult,Standard,6.1,55.082846,-1.496508
Seaton Delaval Hall,Whole property,Child,Gift aid,4,55.082846,-1.496508
Seaton Delaval Hall,Whole property,Child,Standard,3.6,55.082846,-1.496508
Shalford Mill,Whole property,Family,Standard,9,51.2192,-0.56645
Shalford Mill,Whole property,Adult,Standard,3,51.2192,-0.56645
Shalford Mill,Whole property,Child,Standard,1.75,51.2192,-0.56645
Shaw's Corner,Whole property,Family,Standard,21,51.836215,-0.26844
Shaw's Corner,Whole property,Adult,Standard,8,51.836215,-0.26844
Shaw's Corner,Whole property,Group Adult,Standard,7,51.836215,-0.26844
Shaw's Corner,Whole property,Child,Standard,4,51.836215,-0.26844
Shaw's Corner,Whole property,Group Child,Standard,3.5,51.836215,-0.26844
Sheffield Park and Garden,Landscape garden,Family,Gift aid,32,51,0.0094
Sheffield Park and Garden,Landscape garden,Family,Standard,29,51,0.0094
Sheffield Park and Garden,Landscape garden,Adult,Gift aid,13.1,51,0.0094
Sheffield Park and Garden,Landscape garden,Adult,Standard,11.9,51,0.0094
Sheffield Park and Garden,Landscape garden,Group Adult,Standard,11,51,0.0094
Sheffield Park and Garden,Landscape garden,Child,Gift aid,6.5,51,0.0094
Sheffield Park and Garden,Landscape garden,Child,Standard,5.9,51,0.0094
Sheffield Park and Garden,Landscape garden,Group Child,Standard,5.5,51,0.0094
Shugborough Estate,Whole site,Family,Gift aid,35.75,52.798401,-2.00697
Shugborough Estate,Whole site,Family,Standard,32.5,52.798401,-2.00697
Shugborough Estate,Whole site,Family with 1 adult,Gift aid,21.45,52.798401,-2.00697
Shugborough Estate,Whole site,Family with 1 adult,Standard,19.5,52.798401,-2.00697
Shugborough Estate,Whole site,Adult,Gift aid,14.3,52.798401,-2.00697
Shugborough Estate,Whole site,Adult,Standard,13,52.798401,-2.00697
Shugborough Estate,Whole site,Group Adult,Standard,12.35,52.798401,-2.00697
Shugborough Estate,Whole site,Child,Gift aid,7.15,52.798401,-2.00697
Shugborough Estate,Whole site,Child,Standard,6.5,52.798401,-2.00697
Shugborough Estate,Whole site,Group Child,Standard,6.15,52.798401,-2.00697
Shute Barton,Whole property,Adult,Standard,6,50.7714,-3.05677
Shute Barton,Whole property,Child,Standard,3,50.7714,-3.05677
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Family,Gift aid,36.5,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Family,Standard,33.05,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Family,Gift aid,26.05,51.113899,0.58511
Sissinghurst Castle Garden,Winter- 1 Jan - 16 March,Family,Gift aid,24.75,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Family,Standard,23.65,51.113899,0.58511
Sissinghurst Castle Garden,Winter- 1 Jan - 16 March,Family,Standard,22.5,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Adult,Gift aid,14.5,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Adult,Standard,13.15,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Group Adult,Standard,11.85,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Adult,Gift aid,10.4,51.113899,0.58511
Sissinghurst Castle Garden,Winter- 1 Jan - 16 March,Adult,Gift aid,9.9,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Adult,Standard,9.45,51.113899,0.58511
Sissinghurst Castle Garden,Winter- 1 Jan - 16 March,Adult,Standard,9,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Group Adult,Standard,8.45,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Child,Gift aid,7.5,51.113899,0.58511
Sissinghurst Castle Garden,Whole property - 17 March - 31 Oct,Child,Standard,6.75,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Child,Gift aid,5.25,51.113899,0.58511
Sissinghurst Castle Garden,Winter- 1 Jan - 16 March,Child,Gift aid,4.85,51.113899,0.58511
Sissinghurst Castle Garden,Winter - 1 Nov - 31 Dec,Child,Standard,4.75,51.113899,0.58511
Sissinghurst Castle Garden,Winter- 1 Jan - 16 March,Child,Standard,4.4,51.113899,0.58511
Sizergh,Whole property,Family,Gift aid,32.5,54.284168,-2.7716124
Sizergh,Whole property,Family,Standard,28.75,54.284168,-2.7716124
Sizergh,Gardens Only,Family,Gift aid,21.25,54.284168,-2.7716124
Sizergh,Gardens Only,Family,Standard,18.75,54.284168,-2.7716124
Sizergh,Whole property,Adult,Gift aid,13,54.284168,-2.7716124
Sizergh,Whole property,Adult,Standard,11.5,54.284168,-2.7716124
Sizergh,Whole property,Group Adult,Standard,10.8,54.284168,-2.7716124
Sizergh,Gardens Only,Adult,Gift aid,8.5,54.284168,-2.7716124
Sizergh,Gardens Only,Adult,Standard,7.5,54.284168,-2.7716124
Sizergh,Gardens Only,Group Adult,Standard,7,54.284168,-2.7716124
Sizergh,Whole property,Child,Gift aid,6.5,54.284168,-2.7716124
Sizergh,Whole property,Child,Standard,5.75,54.284168,-2.7716124
Sizergh,Whole property,Group Child,Standard,5.4,54.284168,-2.7716124
Sizergh,Gardens Only,Child,Gift aid,4.25,54.284168,-2.7716124
Sizergh,Gardens Only,Child,Standard,3.75,54.284168,-2.7716124
Sizergh,Gardens Only,Group Child,Standard,3.5,54.284168,-2.7716124
Smallhythe Place,Whole Property,Family,Gift aid,23.15,51.0383,0.70182
Smallhythe Place,Whole Property,Family,Standard,21,51.0383,0.70182
Smallhythe Place,Whole Property,Adult,Gift aid,9.25,51.0383,0.70182
Smallhythe Place,Whole Property,Adult,Standard,8.4,51.0383,0.70182
Smallhythe Place,Whole Property,Group Adult,Standard,7.55,51.0383,0.70182
Smallhythe Place,Whole Property,Child,Gift aid,4.65,51.0383,0.70182
Smallhythe Place,Whole Property,Child,Standard,4.2,51.0383,0.70182
Smallhythe Place,Whole Property,Group Child,Standard,3.75,51.0383,0.70182
Snowshill Manor and Garden,Whole property,Family,Gift aid,32,52.003101,-1.86037
Snowshill Manor and Garden,Whole property,Family,Standard,29,52.003101,-1.86037
Snowshill Manor and Garden,Whole property,Family with 1 adult,Gift aid,19.2,52.003101,-1.86037
Snowshill Manor and Garden,Garden only,Family,Gift aid,18.9,52.003101,-1.86037
Snowshill Manor and Garden,Whole property,Family with 1 adult,Standard,17.4,52.003101,-1.86037
Snowshill Manor and Garden,Garden only,Family,Standard,17,52.003101,-1.86037
Snowshill Manor and Garden,Whole property,Adult,Gift aid,12.8,52.003101,-1.86037
Snowshill Manor and Garden,Whole property,Adult,Standard,11.6,52.003101,-1.86037
Snowshill Manor and Garden,Garden only,Family with 1 adult,Gift aid,11.4,52.003101,-1.86037
Snowshill Manor and Garden,Whole property,Group Adult,Standard,10.8,52.003101,-1.86037
Snowshill Manor and Garden,Garden only,Family with 1 adult,Standard,10.2,52.003101,-1.86037
Snowshill Manor and Garden,Garden only,Adult,Gift aid,7.5,52.003101,-1.86037
Snowshill Manor and Garden,Garden only,Adult,Standard,6.8,52.003101,-1.86037
Snowshill Manor and Garden,Garden only,Group Adult,Standard,6.5,52.003101,-1.86037
Snowshill Manor and Garden,Whole property,Child,Gift aid,6.4,52.003101,-1.86037
Snowshill Manor and Garden,Whole property,Child,Standard,5.8,52.003101,-1.86037
Snowshill Manor and Garden,Whole property,Group Child,Standard,5.4,52.003101,-1.86037
Snowshill Manor and Garden,Garden only,Child,Gift aid,3.9,52.003101,-1.86037
Snowshill Manor and Garden,Garden only,Child,Standard,3.5,52.003101,-1.86037
